URL,contributor,excerpt
https://github.com/odoe/generator-arcgis-js-app,Allen Mao,"Yeoman travels light. He didn't pack any generators when he moved in. You can think of a generator like a plug-in. You get to choose what type of application you wish to create, such as a Backbone application or even a Chrome extension."
https://github.com/odoe/generator-arcgis-js-app,Allen Mao,"Yeoman has a heart of gold. He's a person with feelings and opinions, but he's very easy to work with. If you think he's too opinionated, he can be easily convinced."
https://github.com/ondrolexa/apsg,Allen Mao,"APSG defines several new python classes to easily manage, analyze and visualize orientational structural geology data."
https://github.com/phoenix104104/LapSRN,Allen Mao,"The Laplacian Pyramid Super-Resolution Network (LapSRN) is a progressive super-resolution model that super-resolves an low-resolution images in a coarse-to-fine Laplacian pyramid framework. Our method is fast and achieves state-of-the-art performance on five benchmark datasets for 4x and 8x SR. For more details and evaluation results, please check out our project webpage and paper."
https://github.com/phuang17/DeepMVS,Allen Mao,DeepMVS is a Deep Convolutional Neural Network which learns to estimate pixel-wise disparity maps from a sequence of an arbitrary number of unordered images with the camera poses already known or estimated.
https://github.com/phuang17/DeepMVS,Allen Mao,"If you use our codes or datasets in your work, please cite:"
https://github.com/pysal/pysal/,Allen Mao,"PySAL, the Python spatial analysis library, is an open source cross-platform library for geospatial data science with an emphasis on geospatial vector data written in Python. It supports the development of high level applications for spatial analysis, such as"
https://github.com/pysal/pysal/,Allen Mao,"detection of spatial clusters, hot-spots, and outliers"
https://github.com/pysal/pysal/,Allen Mao,construction of graphs from spatial data
https://github.com/pysal/pysal/,Allen Mao,spatial regression and statistical modeling on geographically embedded networks
https://github.com/pysal/pysal/,Allen Mao,spatial econometrics
https://github.com/pysal/pysal/,Allen Mao,exploratory spatio-temporal data analysis
https://github.com/pysal/pysal/,Allen Mao,PySAL Components
https://github.com/pysal/pysal/,Allen Mao,"explore - modules to conduct exploratory analysis of spatial and spatio-temporal data, including statistical testing on points, networks, and polygonal lattices. Also includes methods for spatial inequality and distributional dynamics."
https://github.com/pysal/pysal/,Allen Mao,"viz - visualize patterns in spatial data to detect clusters, outliers, and hot-spots."
https://github.com/pysal/pysal/,Allen Mao,"model - model spatial relationships in data with a variety of linear, generalized-linear, generalized-additive, and nonlinear models."
https://github.com/pysal/pysal/,Allen Mao,lib - solve a wide variety of computational geometry problems:
https://github.com/pysal/pysal/,Allen Mao,"graph construction from polygonal lattices, lines, and points."
https://github.com/pysal/pysal/,Allen Mao,construction and interactive editing of spatial weights matrices & graphs
https://github.com/pysal/pysal/,Allen Mao,"computation of alpha shapes, spatial indices, and spatial-topological relationships"
https://github.com/pysal/pysal/,Allen Mao,"reading and writing of sparse graph data, as well as pure python readers of spatial vector data."
https://github.com/pyvista/pymeshfix,Allen Mao,"Python/Cython wrapper of Marco Attene's wonderful, award-winning MeshFix software. This module brings the speed of C++ with the portability and ease of installation of Python."
https://github.com/pyvista/pymeshfix,Allen Mao,"This software takes as input a polygon mesh and produces a copy of the input where all the occurrences of a specific set of ""defects"" are corrected. MeshFix has been designed to correct typical flaws present in raw digitized mesh models, thus it might fail or produce coarse results if run on other sorts of input meshes (e.g. tessellated CAD models)."
https://github.com/pyvista/pymeshfix,Allen Mao,"The input is assumed to represent a single closed solid object, thus the output will be a single watertight triangle mesh bounding a polyhedron. All the singularities, self-intersections and degenerate elements are removed from the input, while regions of the surface without defects are left unmodified."
https://github.com/pyvista/pymeshfix,Allen Mao,"One of the main reasons to bring MeshFix to Python is to allow the library to communicate to other python programs without having to use the hard drive. Therefore, this example assumes that you have a mesh within memory and wish to repair it using MeshFix."
https://github.com/pyvista/pyvista,Allen Mao,"PyVista is a helper module for the Visualization Toolkit (VTK) that takes a different approach on interfacing with VTK through NumPy and direct array access. This package provides a Pythonic, well-documented interface exposing VTK's powerful visualization backend to facilitate rapid prototyping, analysis, and visual integration of spatially referenced datasets."
https://github.com/pyvista/pyvista,Allen Mao,This module can be used for scientific plotting for presentations and research papers as well as a supporting module for other mesh 3D rendering dependent Python modules; see Connections for a list of projects that leverage PyVista.
https://github.com/pyvista/pyvista,Allen Mao,Overview of Features
https://github.com/pyvista/pyvista,Allen Mao,Embeddable rendering in Jupyter Notebooks
https://github.com/pyvista/pyvista,Allen Mao,Filtering/plotting tools built for interactivity in Jupyter notebooks (see IPython Tools)
https://github.com/pyvista/pyvista,Allen Mao,Direct access to mesh analysis and transformation routines (see Filters)
https://github.com/pyvista/pyvista,Allen Mao,Intuitive plotting routines with matplotlib similar syntax (see Plotting)
https://github.com/pyvista/pyvista,Allen Mao,Import meshes from many common formats (use pyvista.read())
https://github.com/pyvista/pyvista,Allen Mao,"Export meshes as VTK, STL, OBJ, or PLY file types"
https://github.com/pyvista/tetgen,Allen Mao,This Python module is an interface to Hang Si's TetGen C++ software. This module combines speed of C++ with the portability and ease of installation of Python along with integration to PyVista for 3D visualization and analysis. See the TetGen GitHub page for more details on the original creator.
https://github.com/pyvista/tetgen,Allen Mao,"The last update to the original C++ software was on 19 January 2011, but the software remains relevant today. Brief description from Weierstrass Institute Software:"
https://github.com/pyvista/tetgen,Allen Mao,"TetGen is a program to generate tetrahedral meshes of any 3D polyhedral domains. TetGen generates exact constrained Delaunay tetrahedralization, boundary conforming Delaunay meshes, and Voronoi partitions."
https://github.com/pyvista/tetgen,Allen Mao,"TetGen provides various features to generate good quality and adaptive tetrahedral meshes suitable for numerical methods, such as finite element or finite volume methods. For more information of TetGen, please take a look at a list of features."
https://github.com/rowanz/neural-motifs,Allen Mao,"This repository contains data and code for the paper Neural Motifs: Scene Graph Parsing with Global Context (CVPR 2018) For the project page (as well as links to the baseline checkpoints), check out rowanzellers.com/neuralmotifs."
https://github.com/salihkaragoz/pose-residual-network-pytorch,Allen Mao,This repository contains a PyTorch implementation of the Pose Residual Network (PRN) presented in our ECCV 2018 paper:
https://github.com/sentinelsat/sentinelsat,Allen Mao,"Sentinelsat makes searching, downloading and retrieving the metadata of Sentinel satellite images from the Copernicus Open Access Hub easy."
https://github.com/tensorflow/tensorflow,Allen Mao,"TensorFlow is an open source software library for numerical computation using data flow graphs. The graph nodes represent mathematical operations, while the graph edges represent the multidimensional data arrays (tensors) that flow between them. This flexible architecture enables you to deploy computation to one or more CPUs or GPUs in a desktop, server, or mobile device without rewriting code. TensorFlow also includes TensorBoard, a data visualization toolkit."
https://github.com/tensorflow/tensorflow,Allen Mao,"TensorFlow was originally developed by researchers and engineers working on the Google Brain team within Google's Machine Intelligence Research organization for the purposes of conducting machine learning and deep neural networks research. The system is general enough to be applicable in a wide variety of other domains, as well."
https://github.com/tensorflow/tensorflow,Allen Mao,"TensorFlow provides stable Python and C APIs as well as non-guaranteed backwards compatible API's for C++, Go, Java, JavaScript, and Swift."
https://github.com/twbs/bootstrap,Allen Mao,"Sleek, intuitive, and powerful front-end framework for faster and easier web development. "
https://github.com/ungarj/tilematrix,Allen Mao,Tilematrix handles geographic web tiles and tile pyramids.
https://github.com/ungarj/tilematrix,Allen Mao,"The module is designed to translate between tile indices (zoom, row, column) and map coordinates (e.g. latitute, longitude)."
https://github.com/ungarj/tilematrix,Allen Mao,Tilematrix supports metatiling and tile buffers. Furthermore it makes heavy use of shapely and it can also generate Affine objects per tile which facilitates working with rasterio for tile based data reading and writing.
https://github.com/ungarj/tilematrix,Allen Mao,"It is very similar to mercantile but besides of supporting spherical mercator tile pyramids, it also supports geodetic (WGS84) tile pyramids."
https://github.com/vuejs/vue,Allen Mao,"Vue (pronounced /vjuË/, like view) is a progressive framework for building user interfaces. It is designed from the ground up to be incrementally adoptable, and can easily scale between a library and a framework depending on different use cases. It consists of an approachable core library that focuses on the view layer only, and an ecosystem of supporting libraries that helps you tackle complexity in large Single-Page Applications."
https://github.com/whimian/pyGeoPressure,Allen Mao,A Python package for pore pressure prediction using well log data and seismic velocity data.
https://github.com/whimian/pyGeoPressure,Allen Mao,Overburden (or Lithostatic) Pressure Calculation
https://github.com/whimian/pyGeoPressure,Allen Mao,Eaton's method and Parameter Optimization
https://github.com/whimian/pyGeoPressure,Allen Mao,Bowers' method and Parameter Optimization
https://github.com/whimian/pyGeoPressure,Allen Mao,Multivariate method and Parameter Optimization
https://github.com/wuhuikai/DeepGuidedFilter,Allen Mao,Official implementation of Fast End-to-End Trainable Guided Filter.
https://github.com/wuhuikai/DeepGuidedFilter,Allen Mao,"Faster, Better and Lighter for image processing and dense prediction."
https://github.com/wuhuikai/DeepGuidedFilter,Allen Mao,Overview
https://github.com/wuhuikai/DeepGuidedFilter,Allen Mao,DeepGuidedFilter is the author's implementation of the deep learning building block for joint upsampling described in:
https://github.com/wuhuikai/DeepGuidedFilter,Allen Mao,"Given a reference image pair in high-resolution and low-resolution, our algorithm generates high-resolution target from the low-resolution input. Through joint training with CNNs, our algorithm achieves the state-of-the-art performance while runs 10-100 times faster."
https://github.com/yuhuayc/da-faster-rcnn,Allen Mao,"This is the implementation of our CVPR 2018 work 'Domain Adaptive Faster R-CNN for Object Detection in the Wild'. The aim is to improve the cross-domain robustness of object detection, in the screnario where training and test data are drawn from different distributions. The original paper can be found here."
https://github.com/yulunzhang/RDN,Allen Mao,This repository is for RDN introduced in the following paper
https://github.com/yulunzhang/RDN,Allen Mao,"The code is built on EDSR (Torch) and tested on Ubuntu 14.04 environment (Torch7, CUDA8.0, cuDNN5.1) with Titan X/1080Ti/Xp GPUs."
https://github.com/yulunzhang/RDN,Allen Mao,"A very deep convolutional neural network (CNN) has recently achieved great success for image super-resolution (SR) and offered hierarchical features as well. However, most deep CNN based SR models do not make full use of the hierarchical features from the original low-resolution (LR) images, thereby achieving relatively-low performance. In this paper, we propose a novel residual dense network (RDN) to address this problem in image SR. We fully exploit the hierarchical features from all the convolutional layers. Speciï¬cally, we propose residual dense block (RDB) to extract abundant local features via dense connected convolutional layers. RDB further allows direct connections from the state of preceding RDB to all the layers of current RDB, leading to a contiguous memory (CM) mechanism. Local feature fusion in RDB is then used to adaptively learn more effective features from preceding and current local features and stabilizes the training of wider network. After fully obtaining dense local features, we use global feature fusion to jointly and adaptively learn global hierarchical features in a holistic way. Experiments on benchmark datasets with different degradation models show that our RDN achieves favorable performance against state-of-the-art methods."
https://github.com/zhiqiangdon/CU-Net,Allen Mao,"The follwoing figure gives an illustration of naive dense U-Net, stacked U-Nets and coupled U-Nets (CU-Net). The naive dense U-Net and stacked U-Nets have shortcut connections only inside each U-Net. In contrast, the coupled U-Nets also have connections for semantic blocks across U-Nets. The CU-Net is a hybrid of naive dense U-Net and stacked U-Net, integrating the merits of both dense connectivity, intermediate supervisions and multi-stage top-down and bottom-up refinement. The resulted CU-Net could save ~70% parameters of the previous stacked U-Nets but with comparable accuracy."
https://github.com/zhiqiangdon/CU-Net,Allen Mao,"If we couple each U-Net pair in multiple U-Nets, the coupling connections would have quadratic growth with respect to the U-Net number. To make the model more parameter efficient, we propose the order-K coupling to trim off the long-distance coupling connections."
https://github.com/zhiqiangdon/CU-Net,Allen Mao,"For simplicity, each dot represents one U-Net. The red and blue lines are the shortcut connections of inside semantic blocks and outside inputs. Order-0 connectivity (Top) strings U-Nets together only by their inputs and outputs, i.e. stacked U-Nets. Order-1 connectivity (Middle) has shortcut connections for adjacent U-Nets. Similarly, order-2 connectivity (Bottom) has shortcut connections for 3 nearby U-Nets."
https://github.com/cltk/cltk,Rosna Thomas,The Classical Language Toolkit
https://github.com/cltk/cltk,Rosna Thomas,"The Classical Language Toolkit (CLTK) offers natural language processing (NLP) support for the languages of Ancient, Classical, and Medieval Eurasia. Greek, Latin, Akkadian, and the Germanic languages are currently most complete. The goals of the CLTK are to:"
https://github.com/cltk/cltk,Rosna Thomas,*   compile analysis-friendly corpora;
https://github.com/cltk/cltk,Rosna Thomas,*   collect and generate linguistic data;
https://github.com/cltk/cltk,Rosna Thomas,*   act as a free and open platform for generating scientific research.
https://github.com/facebookresearch/DensePose,Rosna Thomas,Dense Human Pose Estimation In The Wild
https://github.com/facebookresearch/DensePose,Rosna Thomas,"RÄ±za Alp GÃ¼ler, Natalia Neverova, Iasonas Kokkinos"
https://github.com/facebookresearch/DensePose,Rosna Thomas,Dense human pose estimation aims at mapping all human pixels of an RGB image to the 3D surface of the human body. 
https://github.com/facebookresearch/DensePose,Rosna Thomas,DensePose-RCNN is implemented in the Detectron framework and is powered by Caffe2.
https://github.com/facebookresearch/DensePose,Rosna Thomas,"In this repository, we provide the code to train and evaluate DensePose-RCNN. We also provide notebooks to visualize the collected DensePose-COCO dataset and show the correspondences to the SMPL model."
https://github.com/facebookresearch/ResNeXt,Rosna Thomas,ResNeXt: Aggregated Residual Transformations for Deep Neural Networks
https://github.com/facebookresearch/ResNeXt,Rosna Thomas,ResNeXt is the foundation of their new SENet architecture (a ResNeXt-152 (64 x 4d) with the Squeeze-and-Excitation module)!
https://github.com/facebookresearch/ResNeXt,Rosna Thomas,This repository contains a Torch implementation for the ResNeXt algorithm for image classification. The code is based on fb.resnet.torch.
https://github.com/facebookresearch/ResNeXt,Rosna Thomas,"ResNeXt is a simple, highly modularized network architecture for image classification. Our network is constructed by repeating a building block that aggregates a set of transformations with the same topology. Our simple design results in a homogeneous, multi-branch architecture that has only a few hyper-parameters to set. This strategy exposes a new dimension, which we call â€œcardinalityâ€ (the size of the set of transformations), as an essential factor in addition to the dimensions of depth and width."
https://github.com/facebookresearch/pyrobot,Rosna Thomas,"PyRobot is a light weight, high-level interface which provides hardware independent APIs for robotic manipulation and navigation. This repository also contains the low-level stack for LoCoBot, a low cost mobile manipulator hardware platform."
https://github.com/gitbucket/gitbucket,Rosna Thomas,GitBucket is a Git web platform powered by Scala offering:
https://github.com/gitbucket/gitbucket,Rosna Thomas,"You can try an online demo (ID: root / Pass: root) of GitBucket, and also get the latest information at GitBucket News."
https://github.com/harismuneer/Ultimate-Facebook-Scraper,Rosna Thomas,ðŸ”¥ Ultimate Facebook Scrapper
https://github.com/harismuneer/Ultimate-Facebook-Scraper,Rosna Thomas,A bot which scrapes almost everything about a facebook user's profile including
https://github.com/harismuneer/Ultimate-Facebook-Scraper,Rosna Thomas,"The best thing about this scraper is that the data is scraped in an organized format so that it can be used for educational/research purpose by researchers. Moreover, this scraper does not use Facebook's Graph API so there are no rate limiting issues as such. "
https://github.com/nextflow-io/nextflow,Rosna Thomas,Nextflow is a bioinformatics workflow manager that enables the development of portable and reproducible workflows.
https://github.com/nextflow-io/nextflow,Rosna Thomas,"It supports deploying workflows on a variety of execution platforms including local, HPC schedulers, AWS Batch,"
https://github.com/nextflow-io/nextflow,Rosna Thomas,"Google Genomics Pipelines, and Kubernetes. Additionally, it provides support for manage your workflow dependencies"
https://github.com/nextflow-io/nextflow,Rosna Thomas,"through built-in support for Conda, Docker, Singularity, and Modules."
https://github.com/nextflow-io/nextflow,Rosna Thomas,"Nextflow framework is based on the dataflow programming model, which greatly simplifies writing parallel and distributed pipelines without adding unnecessary complexity and letting you concentrate on the flow of data, i.e. the functional logic of the application/algorithm."
https://github.com/nextflow-io/nextflow,Rosna Thomas,"It doesn't aim to be another pipeline scripting language yet, but it is built around the idea that the Linux platform is the lingua franca of data science, since it provides many simple command line and scripting tools, which by themselves are powerful, but when chained together facilitate complex data manipulations."
https://github.com/nextflow-io/nextflow,Rosna Thomas,"In practice, this means that a Nextflow script is defined by composing many different processes. Each process can execute a given bioinformatics tool or scripting language, to which is added the ability to coordinate and synchronize the processes execution by simply specifying their inputs and outputs."
https://github.com/nextflow-io/nextflow,Rosna Thomas,"Nextflow also supports running workflows across various clouds and cloud technologies. Nextflow can create AWS EC2 or Google GCE clusters and deploy your workflow. Managed solutions from both Amazon and Google are also supported through AWS Batch and Google Genomics Pipelines. Additionally, Nextflow can run workflows on either on-prem or managed cloud Kubernetes clusters. "
https://github.com/nextflow-io/nextflow,Rosna Thomas,"Nextflow is built on two great pieces of open source software, namely <a href='http://groovy-lang.org' target='_blank'>Groovy</a>"
https://github.com/pyro-ppl/pyro,Rosna Thomas,"Pyro is a flexible, scalable deep probabilistic programming library built on PyTorch.  Notably, it was designed with these principles in mind:"
https://github.com/pyro-ppl/pyro,Rosna Thomas,Universal: Pyro is a universal PPL - it can represent any computable probability distribution.
https://github.com/pyro-ppl/pyro,Rosna Thomas,Scalable: Pyro scales to large data sets with little overhead compared to hand-written code.
https://github.com/pyro-ppl/pyro,Rosna Thomas,"Minimal: Pyro is agile and maintainable. It is implemented with a small core of powerful, composable abstractions."
https://github.com/pyro-ppl/pyro,Rosna Thomas,"Flexible: Pyro aims for automation when you want it, control when you need it. This is accomplished through high-level abstractions to express generative and inference models, while allowing experts easy-access to customize inference."
https://github.com/pyro-ppl/pyro,Rosna Thomas,Pyro is in a beta release.  It is developed and maintained by Uber AI Labs and community contributors.
https://github.com/reduxjs/react-redux,Rosna Thomas,Official React bindings for Redux.
https://github.com/reduxjs/react-redux,Rosna Thomas,Performant and flexible.
https://github.com/scikit-image/scikit-image,Rosna Thomas,scikit-image: Image processing in Python
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,scikit-learn is a Python module for machine learning built on top of
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,SciPy and is distributed under the 3-Clause BSD license.
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,The project was started in 2007 by David Cournapeau as a Google Summer
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,"of Code project, and since then many volunteers have contributed. See"
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,the About us &lt;http://scikit-learn.org/dev/about.html#authors&gt;_ page
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,for a list of core contributors.
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,It is currently maintained by a team of volunteers.
https://github.com/scikit-learn/scikit-learn,Rosna Thomas,Website: http://scikit-learn.org
https://github.com/tensorflow/magenta,Rosna Thomas,Magenta is a research project exploring the role of machine learning
https://github.com/tensorflow/magenta,Rosna Thomas,in the process of creating art and music.  Primarily this
https://github.com/tensorflow/magenta,Rosna Thomas,involves developing new deep learning and reinforcement learning
https://github.com/tensorflow/magenta,Rosna Thomas,"algorithms for generating songs, images, drawings, and other materials. But it's also"
https://github.com/tensorflow/magenta,Rosna Thomas,an exploration in building smart tools and interfaces that allow
https://github.com/tensorflow/magenta,Rosna Thomas,artists and musicians to extend (not replace!) their processes using
https://github.com/tensorflow/magenta,Rosna Thomas,these models.  Magenta was started by some researchers and engineers
https://github.com/tensorflow/magenta,Rosna Thomas,"from the Google Brain team,"
https://github.com/tensorflow/magenta,Rosna Thomas,but many others have contributed significantly to the project. We use
https://github.com/tensorflow/magenta,Rosna Thomas,TensorFlow and release our models and
https://github.com/tensorflow/magenta,Rosna Thomas,tools in open source on this GitHub.  If youâ€™d like to learn more
https://github.com/tensorflow/magenta,Rosna Thomas,"about Magenta, check out our blog,"
https://github.com/tensorflow/magenta,Rosna Thomas,where we post technical details.  You can also join our discussion
https://github.com/tensorflow/magenta,Rosna Thomas,group.
https://github.com/tensorflow/magenta,Rosna Thomas,"This is the home for our Python TensorFlow library. To use our models in the browser with TensorFlow.js, head to the Magenta.js repository."